Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2010,1,1,0,0,0,0,0,0,0,0,4,-4,92.79,0,0.187,1.4,83.38,-2,910,N/A
2010,1,1,0,30,0,0,0,0,0,0,0,-4,98.49,0,0.187,1.3,83.41,-2,910,N/A
2010,1,1,1,0,0,0,0,0,0,0,0,-4,104.35,0,0.187,1.3,89.38,-3,910,N/A
2010,1,1,1,30,0,0,0,0,0,0,0,-4,110.33,0,0.187,1.2,89.4,-3,910,N/A
2010,1,1,2,0,0,0,0,0,0,0,0,-4,116.41,0,0.187,1.2,88.87,-3,910,N/A
2010,1,1,2,30,0,0,0,0,0,0,0,-4,122.57,0,0.187,1.2,88.88,-3,910,N/A
2010,1,1,3,0,0,0,0,0,0,0,0,-4,128.78,0,0.187,1.3,94.95,-4,910,N/A
2010,1,1,3,30,0,0,0,0,0,0,0,-4,135.02,0,0.187,1.4,94.95,-4,910,N/A
2010,1,1,4,0,0,0,0,0,0,0,0,-4,141.26,0,0.187,1.5,94.05,-4,910,N/A
2010,1,1,4,30,0,0,0,0,0,0,0,-4,147.45,0,0.187,1.6,94.04,-4,910,N/A
2010,1,1,5,0,0,0,0,0,0,0,0,-4,153.53,0,0.187,1.7,93.37,-4,910,N/A
2010,1,1,5,30,0,0,0,0,0,0,0,-4,159.37,0,0.187,1.7,93.35,-4,910,N/A
2010,1,1,6,0,0,0,0,0,0,0,0,-4,164.62,0,0.187,1.7,92.85,-4,910,N/A
2010,1,1,6,30,0,0,0,0,0,0,0,-4,168.46,0,0.187,1.8,92.83,-4,910,N/A
2010,1,1,7,0,0,0,0,0,0,0,0,-5,169.19,0,0.187,1.9,92.46,-4,910,N/A
2010,1,1,7,30,0,0,0,0,0,0,0,-5,166.33,0,0.187,2,92.45,-4,910,N/A
2010,1,1,8,0,0,0,0,0,0,0,0,-5,161.47,0,0.187,2.1,92.21,-4,910,N/A
2010,1,1,8,30,0,0,0,0,0,0,0,-5,155.8,0,0.187,2.3,92.2,-4,910,N/A
2010,1,1,9,0,0,0,0,0,0,0,0,-5,149.79,0,0.187,2.5,92.15,-4,910,N/A
2010,1,1,9,30,0,0,0,0,0,0,0,-5,143.63,0,0.187,2.7,85.51,-3,910,N/A
2010,1,1,10,0,0,0,0,0,0,0,0,-5,137.4,0,0.187,2.9,85.61,-3,910,N/A
2010,1,1,10,30,0,0,0,0,0,0,0,-5,131.15,0,0.187,3,85.6,-3,910,N/A
2010,1,1,11,0,0,0,0,0,0,0,0,-5,124.93,0,0.187,3.1,85.74,-3,910,N/A
2010,1,1,11,30,0,0,0,0,0,0,0,-5,118.74,0,0.187,3.1,85.74,-3,910,N/A
2010,1,1,12,0,0,0,0,0,0,0,0,-5,112.63,0,0.187,3.2,85.87,-3,910,N/A
2010,1,1,12,30,0,0,0,0,0,0,0,-5,106.6,0,0.187,3.2,85.86,-3,910,N/A
2010,1,1,13,0,0,0,0,0,0,0,0,-5,100.69,0,0.187,3.2,85.91,-3,910,N/A
2010,1,1,13,30,0,0,0,0,0,0,0,-5,94.92,0,0.187,3.6,79.76,-2,910,N/A
2010,1,1,14,0,0,0,0,0,0,0,0,-4,89.32,0,0.187,4,80.6,-2,910,N/A
2010,1,1,14,30,37,72,45,30,522,85,4,-4,83.95,0,0.187,4.1,74.88,-1,910,N/A
2010,1,1,15,0,42,703,178,42,703,178,0,-4,78.84,0,0.187,4.2,72.12,0,910,N/A
2010,1,1,15,30,51,804,272,51,804,272,0,-4,74.06,0,0.187,4.3,67.09,1,910,N/A
2010,1,1,16,0,56,875,359,56,875,359,0,-4,69.68,0,0.187,4.4,60.02,3,910,N/A
2010,1,1,16,30,60,917,437,60,917,437,0,-4,65.77,0,0.187,4.9,52.16,5,910,N/A
2010,1,1,17,0,62,950,502,62,950,502,0,-5,62.43,0,0.187,5.4,39.35,7,910,N/A
2010,1,1,17,30,64,969,552,64,969,552,0,-5,59.76,0,0.187,5.4,36.74,8,910,N/A
2010,1,1,18,0,64,985,588,64,985,588,0,-7,57.86,0,0.187,5.4,30.98,9,910,N/A
2010,1,1,18,30,64,990,607,64,990,607,0,-7,56.79,0,0.187,5.2,30.96,9,910,N/A
2010,1,1,19,0,64,992,610,64,992,610,0,-7,56.61,0,0.187,5.1,27.43,10,910,N/A
2010,1,1,19,30,63,986,596,63,986,596,0,-7,57.32,0,0.187,4.8,27.42,10,900,N/A
2010,1,1,20,0,60,978,566,60,978,566,0,-8,58.9,0,0.187,4.6,25.08,11,900,N/A
2010,1,1,20,30,58,961,520,58,961,520,0,-8,61.27,0,0.187,4.1,25.08,11,900,N/A
2010,1,1,21,0,56,934,461,56,934,461,0,-8,64.35,0,0.187,3.7,25.11,11,900,N/A
2010,1,1,21,30,52,898,388,52,898,388,0,-8,68.04,0,0.187,2.6,26.84,10,900,N/A
2010,1,1,22,0,48,844,305,48,844,305,0,-3,72.25,0,0.187,1.6,39.82,9,900,N/A
2010,1,1,22,30,41,763,215,41,763,215,0,-3,76.88,0,0.187,1.4,45.61,7,900,N/A
2010,1,1,23,0,32,628,121,32,628,121,0,-6,81.86,0,0.187,1.3,41.31,6,900,N/A
2010,1,1,23,30,17,381,36,17,381,36,0,-6,87.14,0,0.187,1.2,44.28,5,900,N/A
2010,1,2,0,0,0,0,0,0,0,0,0,-7,92.65,0,0.187,1.2,42.51,4,900,N/A
2010,1,2,0,30,0,0,0,0,0,0,0,-7,98.35,0,0.187,1.2,45.62,3,910,N/A
2010,1,2,1,0,0,0,0,0,0,0,0,-7,104.21,0,0.187,1.3,46.02,3,910,N/A
2010,1,2,1,30,0,0,0,0,0,0,0,-7,110.19,0,0.187,1.4,49.41,2,910,N/A
2010,1,2,2,0,0,0,0,0,0,0,0,-7,116.28,0,0.187,1.5,50.04,2,910,N/A
2010,1,2,2,30,0,0,0,0,0,0,0,-7,122.44,0,0.187,1.4,53.75,1,910,N/A
2010,1,2,3,0,0,0,0,0,0,0,0,-7,128.65,0,0.187,1.4,53.93,1,910,N/A
2010,1,2,3,30,0,0,0,0,0,0,0,-7,134.89,0,0.187,1.2,53.93,1,910,N/A
2010,1,2,4,0,0,0,0,0,0,0,0,-7,141.12,0,0.187,1.1,53.97,1,910,N/A
2010,1,2,4,30,0,0,0,0,0,0,0,-7,147.32,0,0.187,0.8,58.01,0,910,N/A
2010,1,2,5,0,0,0,0,0,0,0,0,-7,153.4,0,0.187,0.6,58.44,0,910,N/A
2010,1,2,5,30,0,0,0,0,0,0,0,-7,159.23,0,0.187,0.4,58.44,0,910,N/A
2010,1,2,6,0,0,0,0,0,0,0,0,-7,164.49,0,0.187,0.3,59.24,0,910,N/A
2010,1,2,6,30,0,0,0,0,0,0,0,-7,168.33,0,0.187,0.3,59.24,0,910,N/A
2010,1,2,7,0,0,0,0,0,0,0,0,-6,169.13,0,0.187,0.3,64.83,-1,910,N/A
