Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2019,1,3,11,30,0,0,0,0,0,0,7,-6,118.83,0,0.2,2,79.88,-3,904
2019,1,3,12,0,0,0,0,0,0,0,7,-6.3,112.71,0,0.2,2.2,78.5,-3.1,904
2019,1,3,12,30,0,0,0,0,0,0,0,-6.3,106.68,0,0.2,2.3,79.68,-3.3,904
2019,1,3,13,0,0,0,0,0,0,0,0,-6.7,100.75,0,0.2,2.5,79.28,-3.6,904
2019,1,3,13,30,0,0,0,0,0,0,0,-6.7,94.97,0,0.2,3.2,77.04,-3.2,905
2019,1,3,14,0,11,109,13,12,134,14,0,-6.8,88.99,11,0.2,3.8,73.79,-2.8,905
2019,1,3,14,30,35,238,60,33,479,84,4,-6.8,83.85,54,0.2,4.2,67.53,-1.6,905
2019,1,3,15,0,72,202,111,45,655,172,4,-7.2,78.78,100,0.2,4.7,59.52,-0.3,905
2019,1,3,15,30,92,395,201,55,760,264,4,-7.2,74,25,0.2,4.9,53.8,1.1,905
2019,1,3,16,0,82,684,320,62,828,350,0,-8.2,69.61,0,0.2,5.2,45.06,2.5,905
2019,1,3,16,30,116,602,364,66,876,427,0,-8.2,65.69,0,0.2,5.2,41.7,3.6,905
2019,1,3,17,0,69,910,492,69,910,492,0,-8.8,62.33,0,0.2,5.2,36.92,4.7,904
2019,1,3,17,30,71,935,544,71,935,544,0,-8.8,59.63,0,0.2,5.3,34.68,5.6,904
2019,1,3,18,0,72,953,581,72,953,581,0,-9.3,57.7,0,0.2,5.3,31.26,6.5,903
2019,1,3,18,30,72,969,605,72,969,605,0,-9.3,56.61,0,0.2,5.3,29.8,7.2,903
2019,1,3,19,0,69,975,609,69,975,609,0,-10.2,56.4,0,0.2,5.4,26.52,7.9,902
2019,1,3,19,30,69,972,597,69,972,597,0,-10.2,57.1,0,0.2,5.2,25.98,8.2,902
2019,1,3,20,0,67,964,568,67,964,568,0,-11.2,58.66,0,0.2,5.1,23.56,8.5,902
2019,1,3,20,30,65,948,524,65,948,524,0,-11.2,61.02,0,0.2,4.7,23.72,8.4,902
2019,1,3,21,0,70,878,454,61,924,465,0,-10.9,64.09,0,0.2,4.2,24.33,8.3,902
2019,1,3,21,30,146,300,260,57,888,393,4,-10.9,67.76,0,0.2,3.4,25.86,7.4,902
2019,1,3,22,0,78,555,250,52,836,311,0,-8,71.96,0,0.2,2.5,34.98,6.4,902
2019,1,3,22,30,45,759,221,45,759,221,0,-8,76.57,0,0.2,2.1,39.9,4.5,902
2019,1,3,23,0,34,635,128,34,635,128,0,-7.3,81.52,0,0.2,1.8,48.47,2.5,902
2019,1,3,23,30,22,366,43,22,366,43,0,-7.3,86.69,0,0.2,1.8,48.47,2.5,902
2019,1,4,0,0,0,0,0,0,0,0,0,-8.6,92.41,0,0.2,1.9,52.21,0,903
2019,1,4,0,30,0,0,0,0,0,0,0,-8.6,98.11,0,0.2,1.9,54.14,-0.5,903
2019,1,4,1,0,0,0,0,0,0,0,0,-9.1,103.97,0,0.2,1.9,53.75,-0.9,903
2019,1,4,1,30,0,0,0,0,0,0,0,-9.1,109.96,0,0.2,2,54.21,-1,904
2019,1,4,2,0,0,0,0,0,0,0,0,-9.5,116.04,0,0.2,2.1,53.43,-1.2,904
2019,1,4,2,30,0,0,0,0,0,0,0,-9.5,122.21,0,0.2,2.2,53.43,-1.2,904
2019,1,4,3,0,0,0,0,0,0,0,0,-9.8,128.42,0,0.2,2.4,52.31,-1.3,904
2019,1,4,3,30,0,0,0,0,0,0,0,-9.8,134.66,0,0.2,2.7,51.93,-1.2,904
2019,1,4,4,0,0,0,0,0,0,0,0,-10.2,140.89,0,0.2,3.1,50.16,-1.1,904
2019,1,4,4,30,0,0,0,0,0,0,0,-10.2,147.09,0,0.2,3.4,49.8,-1,904
2019,1,4,5,0,0,0,0,0,0,0,0,-10.3,153.17,0,0.2,3.7,48.9,-0.9,904
2019,1,4,5,30,0,0,0,0,0,0,0,-10.3,158.99,0,0.2,3.8,49.26,-1,904
2019,1,4,6,0,0,0,0,0,0,0,0,-10.1,164.25,0,0.2,3.9,50.41,-1.1,904
2019,1,4,6,30,0,0,0,0,0,0,0,-10.1,168.12,0,0.2,3.9,51.15,-1.3,904
2019,1,4,7,0,0,0,0,0,0,0,0,-9.7,169,0,0.2,3.9,53.71,-1.5,904
2019,1,4,7,30,0,0,0,0,0,0,0,-9.7,166.3,0,0.2,3.8,54.11,-1.6,904
2019,1,4,8,0,0,0,0,0,0,0,0,-9,161.53,0,0.2,3.8,57.57,-1.7,904
2019,1,4,8,30,0,0,0,0,0,0,0,-9,155.91,0,0.2,4,58,-1.8,904
2019,1,4,9,0,0,0,0,0,0,0,0,-8,149.92,0,0.2,4.1,62.91,-1.9,904
2019,1,4,9,30,0,0,0,0,0,0,0,-8,143.77,0,0.2,4.2,63.38,-2,904
2019,1,4,10,0,0,0,0,0,0,0,0,-7.1,137.55,0,0.2,4.3,68.12,-2,904
2019,1,4,10,30,0,0,0,0,0,0,0,-7.1,131.3,0,0.2,4.3,68.63,-2.1,904
2019,1,4,11,0,0,0,0,0,0,0,0,-6.4,125.07,0,0.2,4.4,72.49,-2.1,904
2019,1,4,11,30,0,0,0,0,0,0,0,-6.4,118.88,0,0.2,4.4,72.49,-2.1,904
2019,1,4,12,0,0,0,0,0,0,0,0,-5.8,112.76,0,0.2,4.3,75.5,-2.1,904
2019,1,4,12,30,0,0,0,0,0,0,0,-5.8,106.72,0,0.2,4.3,75.5,-2.1,904
2019,1,4,13,0,0,0,0,0,0,0,0,-5.5,100.79,0,0.2,4.3,77.29,-2.1,904
2019,1,4,13,30,0,0,0,0,0,0,0,-5.5,95,0,0.2,4.6,74.03,-1.5,905
2019,1,4,14,0,11,143,13,12,188,15,0,-5.3,89.02,11,0.2,4.8,72.03,-0.9,905
2019,1,4,14,30,28,461,77,25,611,90,0,-5.3,83.87,25,0.2,4.7,65.07,0.5,905
2019,1,4,15,0,32,771,182,32,771,182,0,-4.9,78.79,0,0.2,4.5,60.19,2,905
2019,1,4,15,30,37,864,275,37,864,275,0,-4.9,74,0,0.2,4.1,52.68,3.9,906
2019,1,4,16,0,40,920,361,40,920,361,0,-4,69.59,0,0.2,3.6,49.25,5.8,906
2019,1,4,16,30,43,953,436,43,953,436,0,-4,65.65,0,0.2,3.2,42.9,7.8,905
2019,1,4,17,0,45,981,501,45,981,501,0,-2.6,62.28,0,0.2,2.7,41.73,9.8,905
2019,1,4,17,30,47,999,553,47,999,553,0,-2.6,59.57,0,0.2,2.8,35.84,12.1,905
2019,1,4,18,0,47,1012,589,47,1012,589,0,-3.1,57.63,0,0.2,2.8,29.86,14.3,904
2019,1,4,18,30,48,1018,610,48,1018,610,0,-3.1,56.52,0,0.2,2.7,27.64,15.5,904
2019,1,4,19,0,48,1018,613,48,1018,613,0,-4.1,56.3,0,0.2,2.5,23.64,16.8,904
2019,1,4,19,30,48,1008,597,48,1008,597,0,-4.1,56.98,0,0.2,2.3,23.19,17.1,904
2019,1,4,20,0,47,998,568,47,998,568,0,-3.9,58.53,0,0.2,2.1,22.95,17.5,904
2019,1,4,20,30,46,983,524,46,983,524,0,-3.9,60.88,0,0.2,2,23.07,17.4,903
2019,1,4,21,0,45,959,466,45,959,466,0,-3,63.94,0,0.2,1.8,24.79,17.3,903
2019,1,4,21,30,43,925,395,43,925,395,0,-3,67.62,0,0.2,1.3,26.07,16.5,903
2019,1,4,22,0,40,876,313,40,876,313,0,2.1,71.81,0,0.2,0.8,39.96,15.7,904
2019,1,4,22,30,35,801,223,35,801,223,0,2.1,76.43,0,0.2,0.7,42.33,14.8,904
2019,1,4,23,0,28,679,130,28,679,130,0,-2.9,81.38,0,0.2,0.7,31.24,13.9,904
2019,1,4,23,30,20,415,45,20,415,45,0,-2.9,86.55,0,0.2,0.7,31.24,13.9,904
2019,1,5,0,0,0,0,0,0,0,0,0,-3.9,92.26,0,0.2,0.8,31.69,12.5,905
2019,1,5,0,30,0,0,0,0,0,0,0,-3.9,97.96,0,0.2,1,33.62,11.6,905
2019,1,5,1,0,0,0,0,0,0,0,0,-3.9,103.83,0,0.2,1.2,35.87,10.6,905
2019,1,5,1,30,0,0,0,0,0,0,0,-3.9,109.82,0,0.2,1.3,38.09,9.7,905
2019,1,5,2,0,0,0,0,0,0,0,0,-3.9,115.9,0,0.2,1.5,40.77,8.7,906
2019,1,5,2,30,0,0,0,0,0,0,0,-3.9,122.06,0,0.2,1.6,43.93,7.6,906
2019,1,5,3,0,0,0,0,0,0,0,0,-4,128.28,0,0.2,1.7,46.89,6.6,906
2019,1,5,3,30,0,0,0,0,0,0,0,-4,134.52,0,0.2,1.7,50.24,5.6,906
2019,1,5,4,0,0,0,0,0,0,0,0,-4,140.75,0,0.2,1.8,53.47,4.6,906
2019,1,5,4,30,0,0,0,0,0,0,0,-4.1,146.94,0,0.2,1.9,55.7,4,905
2019,1,5,5,0,0,0,0,0,0,0,0,-4.1,153.02,0,0.2,2.1,58.08,3.4,905
2019,1,5,5,30,0,0,0,0,0,0,0,-4.1,158.84,0,0.2,2.3,59.75,3,905
2019,1,5,6,0,0,0,0,0,0,0,0,-4.1,164.1,0,0.2,2.5,61.03,2.7,905
2019,1,5,6,30,0,0,0,0,0,0,0,-4.1,167.98,0,0.2,2.7,62.34,2.4,905
2019,1,5,7,0,0,0,0,0,0,0,0,-3.8,168.91,0,0.2,2.9,65.11,2.1,906
2019,1,5,7,30,0,0,0,0,0,0,0,-3.8,166.27,0,0.2,3,67,1.7,906
2019,1,5,8,0,0,0,0,0,0,0,0,-3.5,161.54,0,0.2,3.1,70.1,1.4,906
2019,1,5,8,30,0,0,0,0,0,0,0,-3.5,155.94,0,0.2,3.2,71.63,1.1,906
2019,1,5,9,0,0,0,0,0,0,0,0,-3.4,149.96,0,0.2,3.2,73.43,0.8,906
2019,1,5,9,30,0,0,0,0,0,0,0,-3.4,143.82,0,0.2,3.1,74.5,0.6,906
2019,1,5,10,0,0,0,0,0,0,0,0,-3.7,137.6,0,0.2,3.1,74.54,0.3,906
2019,1,5,10,30,0,0,0,0,0,0,0,-3.7,131.35,0,0.2,2.9,75.63,0.1,906
2019,1,5,11,0,0,0,0,0,0,0,0,-4.2,125.12,0,0.2,2.8,73.86,-0.1,906
2019,1,5,11,30,0,0,0,0,0,0,0,-4.2,118.93,0,0.2,2.7,74.39,-0.2,906
2019,1,5,12,0,0,0,0,0,0,0,0,-4.9,112.8,0,0.2,2.5,71.67,-0.4,906
2019,1,5,12,30,0,0,0,0,0,0,0,-4.9,106.75,0,0.2,2.5,72.19,-0.5,906
2019,1,5,13,0,0,0,0,0,0,0,0,-5.6,100.82,0,0.2,2.4,69.19,-0.6,907
2019,1,5,13,30,0,0,0,0,0,0,0,-5.6,95.03,0,0.2,2.6,63.88,0.5,907
2019,1,5,14,0,12,178,15,12,178,15,0,-5.3,89.03,0,0.2,2.8,60.08,1.6,907
2019,1,5,14,30,27,366,66,28,594,91,0,-5.3,83.88,39,0.2,3.3,52.13,3.6,907
2019,1,5,15,0,45,562,154,35,759,183,0,-5.2,78.79,29,0.2,3.8,45.59,5.6,907
2019,1,5,15,30,41,854,277,41,854,277,0,-5.2,73.99,0,0.2,3.3,40.89,7.2,908
2019,1,5,16,0,47,915,366,47,915,366,0,-4.1,69.57,0,0.2,2.9,39.81,8.8,908
2019,1,5,16,30,50,955,444,50,955,444,0,-4.1,65.62,0,0.2,2.6,35.02,10.7,907
2019,1,5,17,0,53,982,511,53,982,511,0,-2.4,62.23,0,0.2,2.3,35.13,12.6,907
2019,1,5,17,30,54,1003,563,54,1003,563,0,-2.4,59.51,0,0.2,2.9,30.82,14.6,906
2019,1,5,18,0,55,1016,600,55,1016,600,0,-3.2,57.54,0,0.2,3.5,25.72,16.5,906
2019,1,5,18,30,56,1022,621,56,1022,621,0,-3.2,56.42,0,0.2,3.7,24.43,17.3,905
2019,1,5,19,0,57,1023,626,57,1023,626,0,-3.8,56.18,0,0.2,3.9,22.09,18.2,905
2019,1,5,19,30,55,1020,613,55,1020,613,0,-3.8,56.85,0,0.2,3.9,21.68,18.5,905
2019,1,5,20,0,54,1011,584,54,1011,584,0,-3.8,58.39,0,0.2,3.9,21.34,18.8,904
2019,1,5,20,30,55,992,540,55,992,540,0,-3.8,60.74,0,0.2,3.9,21.48,18.7,904
2019,1,5,21,0,56,958,479,56,958,479,0,-3.3,63.8,0,0.2,3.9,22.62,18.5,904
2019,1,5,21,30,52,920,405,52,920,405,0,-3.3,67.47,0,0.2,3.1,24.54,17.2,904
2019,1,5,22,0,48,872,322,48,872,322,0,0.7,71.66,0,0.2,2.3,35.61,15.9,904
2019,1,5,22,30,41,796,230,41,796,230,0,0.7,76.27,0,0.2,2.2,42.1,13.3,904
2019,1,5,23,0,33,673,136,33,673,136,0,-0.1,81.23,0,0.2,2,47.05,10.7,904
2019,1,5,23,30,22,445,50,22,445,50,0,-0.1,86.41,0,0.2,2,47.05,10.7,904
2019,1,6,0,0,3,39,2,3,39,2,0,-1.4,92.11,0,0.2,2.4,50.15,8.4,905
2019,1,6,0,30,0,0,0,0,0,0,0,-1.4,97.82,0,0.2,2.4,51.53,8,905
2019,1,6,1,0,0,0,0,0,0,0,0,-1.8,103.68,0,0.2,2.5,51.31,7.6,905
2019,1,6,1,30,0,0,0,0,0,0,4,-1.8,109.67,0,0.2,2.6,52.37,7.3,905
2019,1,6,2,0,0,0,0,0,0,0,7,-2.2,115.76,0,0.2,2.7,51.63,7.1,905
2019,1,6,2,30,0,0,0,0,0,0,7,-2.2,121.92,0,0.2,2.8,52.71,6.8,905
2019,1,6,3,0,0,0,0,0,0,0,8,-2.5,128.14,0,0.2,2.9,52.08,6.6,905
2019,1,6,3,30,0,0,0,0,0,0,7,-2.5,134.37,0,0.2,3,53.16,6.3,905
2019,1,6,4,0,0,0,0,0,0,0,7,-2.8,140.61,0,0.2,3,53.38,6,905
2019,1,6,4,30,0,0,0,0,0,0,7,-2.8,146.8,0,0.2,3.1,53.75,5.9,905
2019,1,6,5,0,0,0,0,0,0,0,7,-2.7,152.87,0,0.2,3.1,54.42,5.8,905
2019,1,6,5,30,0,0,0,0,0,0,7,-2.7,158.69,0,0.2,3.3,53.25,6.1,904
2019,1,6,6,0,0,0,0,0,0,0,7,-2.3,163.95,0,0.2,3.5,53.59,6.4,904
2019,1,6,6,30,0,0,0,0,0,0,7,-2.3,167.83,0,0.2,3.6,53.22,6.5,904
