Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2017,1,1,0,0,0,0,0,0,0,0,4,-5,92.75,0,0.191,2.3,45.09,5,890
2017,1,1,0,30,0,0,0,0,0,0,1,-5,98.45,0,0.191,2.2,48.34,5,890
2017,1,1,1,0,0,0,0,0,0,0,4,-5,104.31,0,0.191,2.1,47.77,5,890
2017,1,1,1,30,0,0,0,0,0,0,1,-5,110.29,0,0.191,1.9,51.23,4,890
2017,1,1,2,0,0,0,0,0,0,0,4,-4,116.38,0,0.191,1.8,52.96,4,890
2017,1,1,2,30,0,0,0,0,0,0,4,-4,122.53,0,0.191,1.6,52.97,4,890
2017,1,1,3,0,0,0,0,0,0,0,0,-4,128.75,0,0.191,1.5,55.44,4,890
2017,1,1,3,30,0,0,0,0,0,0,0,-4,134.98,0,0.191,1.3,55.44,4,890
2017,1,1,4,0,0,0,0,0,0,0,0,-3,141.22,0,0.191,1.2,56.98,4,890
2017,1,1,4,30,0,0,0,0,0,0,0,-3,147.41,0,0.191,1.1,61.13,3,890
2017,1,1,5,0,0,0,0,0,0,0,0,-3,153.5,0,0.191,1,60.88,3,890
2017,1,1,5,30,0,0,0,0,0,0,0,-3,159.33,0,0.191,0.9,65.35,2,890
2017,1,1,6,0,0,0,0,0,0,0,0,-4,164.59,0,0.191,0.9,63.59,2,890
2017,1,1,6,30,0,0,0,0,0,0,0,-4,168.42,0,0.191,0.9,68.31,1,890
2017,1,1,7,0,0,0,0,0,0,0,0,-4,169.17,0,0.191,0.9,66.58,1,890
2017,1,1,7,30,0,0,0,0,0,0,0,-4,166.33,0,0.191,0.9,66.57,1,890
2017,1,1,8,0,0,0,0,0,0,0,0,-4,161.47,0,0.191,1,66.21,1,890
2017,1,1,8,30,0,0,0,0,0,0,0,-4,155.81,0,0.191,1,71.15,0,890
2017,1,1,9,0,0,0,0,0,0,0,0,-4,149.8,0,0.191,1.1,71.96,0,890
2017,1,1,9,30,0,0,0,0,0,0,0,-4,143.64,0,0.191,1.1,71.94,0,890
2017,1,1,10,0,0,0,0,0,0,0,0,-3,137.41,0,0.191,1.2,75.01,0,890
2017,1,1,10,30,0,0,0,0,0,0,0,-3,131.17,0,0.191,1.2,75,0,890
2017,1,1,11,0,0,0,0,0,0,0,0,-2,124.94,0,0.191,1.3,82.84,0,890
2017,1,1,11,30,0,0,0,0,0,0,0,-2,118.76,0,0.191,1.3,82.84,0,890
2017,1,1,12,0,0,0,0,0,0,0,0,-1,112.64,0,0.191,1.4,92.58,0,890
2017,1,1,12,30,0,0,0,0,0,0,0,-1,106.61,0,0.191,1.4,92.58,0,890
2017,1,1,13,0,0,0,0,0,0,0,0,0,100.7,0,0.191,1.4,100,0,890
2017,1,1,13,30,0,0,0,0,0,0,0,0,94.93,0,0.191,2,100,0,890
2017,1,1,14,0,0,0,0,0,0,0,0,1,89.33,0,0.191,2.8,100,1,890
2017,1,1,14,30,28,502,81,28,502,81,0,1,83.95,0,0.191,3,94.89,2,890
2017,1,1,15,0,40,671,170,40,671,170,0,2,78.85,0,0.191,3.4,90.19,4,890
2017,1,1,15,30,49,772,261,49,772,261,0,2,74.06,0,0.191,3.5,84.13,5,890
2017,1,1,16,0,54,841,346,54,841,346,0,3,69.67,0,0.191,3.6,79.36,7,890
2017,1,1,16,30,58,885,422,58,885,422,0,3,65.76,0,0.191,4.3,69.27,9,890
2017,1,1,17,0,60,919,486,60,919,486,0,4,62.42,0,0.191,5.1,58.19,12,890
2017,1,1,17,30,62,939,536,62,939,536,0,4,59.75,0,0.191,5.6,51.05,14,890
2017,1,1,18,0,63,953,571,63,953,571,0,3,57.84,0,0.191,6.3,44.02,16,890
2017,1,1,18,30,64,960,590,64,960,590,0,3,56.76,0,0.191,6.4,43.99,16,890
2017,1,1,19,0,63,964,594,63,964,594,0,3,56.58,0,0.191,6.5,40.14,17,890
2017,1,1,19,30,62,960,581,62,960,581,0,3,57.29,0,0.191,6.4,40.12,17,890
2017,1,1,20,0,60,952,552,60,952,552,0,2,58.87,0,0.191,6.3,36.66,18,890
2017,1,1,20,30,58,935,507,58,935,507,0,2,61.24,0,0.191,6.1,39.03,17,890
2017,1,1,21,0,52,914,449,52,914,449,0,2,64.32,0,0.191,5.9,38.75,17,890
2017,1,1,21,30,49,876,377,49,876,377,0,2,68.01,0,0.191,5.2,41.28,16,890
2017,1,1,22,0,46,819,296,46,819,296,0,3,72.21,0,0.191,4.5,42.87,16,890
2017,1,1,22,30,39,736,207,39,736,207,0,3,76.84,0,0.191,3.4,48.75,14,890
2017,1,1,23,0,31,593,116,31,593,116,0,4,81.82,0,0.191,2.3,58.13,12,890
2017,1,1,23,30,17,348,34,17,348,34,0,4,87.1,0,0.191,2,62.1,11,890
2017,1,2,0,0,0,0,0,0,0,0,0,3,92.61,0,0.191,1.9,65.38,10,890
2017,1,2,0,30,0,0,0,0,0,0,0,3,98.31,0,0.191,1.8,69.92,9,890
2017,1,2,1,0,0,0,0,0,0,0,1,3,104.17,0,0.191,1.7,70.1,9,890
2017,1,2,1,30,0,0,0,0,0,0,1,3,110.16,0,0.191,1.5,70.08,9,890
2017,1,2,2,0,0,0,0,0,0,0,8,4,116.24,0,0.191,1.4,70.99,9,890
2017,1,2,2,30,0,0,0,0,0,0,8,4,122.4,0,0.191,1.4,75.93,8,890
2017,1,2,3,0,0,0,0,0,0,0,6,4,128.61,0,0.191,1.4,77.69,8,890
2017,1,2,3,30,0,0,0,0,0,0,9,4,134.85,0,0.191,2.3,77.74,8,890
2017,1,2,4,0,0,0,0,0,0,0,9,5,141.09,0,0.191,3.2,84.13,8,890
2017,1,2,4,30,0,0,0,0,0,0,9,5,147.28,0,0.191,3.9,84.17,8,890
2017,1,2,5,0,0,0,0,0,0,0,6,6,153.36,0,0.191,4.6,92.83,8,890
2017,1,2,5,30,0,0,0,0,0,0,6,6,159.19,0,0.191,3.8,99.35,7,890
2017,1,2,6,0,0,0,0,0,0,0,8,7,164.45,0,0.191,3,100,7,890
2017,1,2,6,30,0,0,0,0,0,0,8,6,168.3,0,0.191,2.3,100,6,890
2017,1,2,7,0,0,0,0,0,0,0,7,6,169.11,0,0.191,1.7,100,6,890
2017,1,2,7,30,0,0,0,0,0,0,0,4,166.32,0,0.191,2.4,100,5,890
2017,1,2,8,0,0,0,0,0,0,0,0,4,161.5,0,0.191,3.2,100,5,890
2017,1,2,8,30,0,0,0,0,0,0,0,4,155.85,0,0.191,3.9,100,5,890
2017,1,2,9,0,0,0,0,0,0,0,0,4,149.85,0,0.191,4.6,100,5,890
2017,1,2,9,30,0,0,0,0,0,0,0,4,143.7,0,0.191,4.8,100,5,890
2017,1,2,10,0,0,0,0,0,0,0,0,4,137.47,0,0.191,5.1,100,5,890
2017,1,2,10,30,0,0,0,0,0,0,0,4,131.23,0,0.191,5,100,4,890
2017,1,2,11,0,0,0,0,0,0,0,0,4,125,0,0.191,4.9,100,4,890
2017,1,2,11,30,0,0,0,0,0,0,0,4,118.81,0,0.191,4.8,100,4,890
2017,1,2,12,0,0,0,0,0,0,0,0,3,112.69,0,0.191,4.7,99.96,4,890
2017,1,2,12,30,0,0,0,0,0,0,0,2,106.66,0,0.191,4.9,100,3,890
2017,1,2,13,0,0,0,0,0,0,0,8,2,100.74,0,0.191,5.1,100,3,890
2017,1,2,13,30,0,0,0,0,0,0,8,2,94.96,0,0.191,5.3,100,3,890
2017,1,2,14,0,0,0,0,0,0,0,4,2,89.36,0,0.191,5.5,92.48,4,890
2017,1,2,14,30,35,289,65,27,560,86,4,2,83.98,4,0.191,5.4,86.26,5,890
2017,1,2,15,0,58,408,136,37,737,180,8,2,78.86,4,0.191,5.3,80.66,6,890
2017,1,2,15,30,82,457,208,44,835,274,8,2,74.06,4,0.191,5.6,70.36,8,890
2017,1,2,16,0,113,465,275,50,898,362,3,2,69.66,0,0.191,6.1,60.77,10,900
2017,1,2,16,30,139,479,336,54,939,440,8,2,65.74,0,0.191,6.8,56.85,11,900
2017,1,2,17,0,195,322,345,59,963,505,8,0,62.39,0,0.191,7.5,42.69,13,890
2017,1,2,17,30,128,675,468,61,981,556,8,0,59.7,0,0.191,7.3,39.99,14,890
2017,1,2,18,0,64,990,592,64,990,592,1,0,57.77,0,0.191,7.2,33.88,15,890
2017,1,2,18,30,64,994,611,64,994,611,0,0,56.68,0,0.191,7,33.86,15,890
2017,1,2,19,0,63,996,613,63,996,613,1,-1,56.48,0,0.191,6.8,29.61,16,890
2017,1,2,19,30,63,990,599,63,990,599,1,-1,57.18,0,0.191,6.6,29.6,16,890
2017,1,2,20,0,171,548,455,63,976,569,8,-2,58.75,0,0.191,6.4,26.21,17,890
2017,1,2,20,30,111,705,452,61,959,524,8,-2,61.11,0,0.191,6.1,27.93,16,890
2017,1,2,21,0,126,586,381,56,938,464,8,-3,64.18,0,0.191,5.8,26.98,16,890
2017,1,2,21,30,104,576,322,52,901,392,8,-3,67.87,4,0.191,4.8,28.76,15,890
2017,1,2,22,0,81,559,254,47,852,309,8,-1,72.07,4,0.191,3.9,31.56,15,890
2017,1,2,22,30,60,515,179,40,772,218,8,-1,76.7,4,0.191,3.1,38.36,12,890
2017,1,2,23,0,43,409,102,31,642,124,8,0,81.68,4,0.191,2.4,49.19,10,890
2017,1,2,23,30,18,250,32,17,400,39,8,0,86.96,1,0.191,2.5,52.63,9,890
2017,1,3,0,0,0,0,0,0,0,0,8,0,92.47,0,0.191,2.7,53.18,8,900
2017,1,3,0,30,0,0,0,0,0,0,6,0,98.17,0,0.191,3,53.2,8,900
2017,1,3,1,0,0,0,0,0,0,0,6,-1,104.03,0,0.191,3.3,49.26,9,900
2017,1,3,1,30,0,0,0,0,0,0,6,-1,110.02,0,0.191,3.5,49.28,9,900
2017,1,3,2,0,0,0,0,0,0,0,8,-1,116.1,0,0.191,3.8,49.03,9,900
2017,1,3,2,30,0,0,0,0,0,0,6,-1,122.26,0,0.191,3.9,49.04,9,900
2017,1,3,3,0,0,0,0,0,0,0,6,-1,128.47,0,0.191,4,49.37,9,900
2017,1,3,3,30,0,0,0,0,0,0,8,-1,134.71,0,0.191,4.1,49.38,9,900
2017,1,3,4,0,0,0,0,0,0,0,8,-1,140.95,0,0.191,4.3,49.41,9,900
2017,1,3,4,30,0,0,0,0,0,0,8,-1,147.14,0,0.191,4.1,52.87,8,900
2017,1,3,5,0,0,0,0,0,0,0,8,-1,153.22,0,0.191,4.1,51.98,8,900
2017,1,3,5,30,0,0,0,0,0,0,8,-1,159.05,0,0.191,4,51.98,8,900
2017,1,3,6,0,0,0,0,0,0,0,6,-1,164.31,0,0.191,3.9,50.12,8,900
2017,1,3,6,30,0,0,0,0,0,0,6,-1,168.17,0,0.191,3.8,53.66,7,900
2017,1,3,7,0,0,0,0,0,0,0,8,-2,169.03,0,0.191,3.7,51.34,7,900
2017,1,3,7,30,0,0,0,0,0,0,8,-2,166.3,0,0.191,3.6,54.99,6,900
2017,1,3,8,0,0,0,0,0,0,0,8,-2,161.52,0,0.191,3.5,53.3,6,900
2017,1,3,8,30,0,0,0,0,0,0,8,-2,155.89,0,0.191,3.6,53.31,6,900
2017,1,3,9,0,0,0,0,0,0,0,4,-3,149.9,0,0.191,3.7,52.22,6,900
2017,1,3,9,30,0,0,0,0,0,0,8,-3,143.75,0,0.191,3.6,55.97,5,900
2017,1,3,10,0,0,0,0,0,0,0,4,-2,137.52,0,0.191,3.6,56.5,5,900
2017,1,3,10,30,0,0,0,0,0,0,4,-2,131.28,0,0.191,3.7,56.5,5,900
2017,1,3,11,0,0,0,0,0,0,0,4,-2,125.05,0,0.191,3.8,57.07,5,900
2017,1,3,11,30,0,0,0,0,0,0,8,-2,118.86,0,0.191,3.8,61.22,4,900
2017,1,3,12,0,0,0,0,0,0,0,8,-2,112.74,0,0.191,3.8,61.69,4,900
2017,1,3,12,30,0,0,0,0,0,0,8,-2,106.7,1,0.191,3.7,66.22,3,900
2017,1,3,13,0,0,0,0,0,0,0,8,-2,100.78,0,0.191,3.6,66.74,3,900
2017,1,3,13,30,0,0,0,0,0,0,4,-2,95,0,0.191,3.8,66.78,3,900
2017,1,3,14,0,0,0,0,0,0,0,4,-2,89.38,0,0.191,4.1,62.98,4,900
2017,1,3,14,30,35,242,60,27,526,82,4,-2,83.99,4,0.191,4.3,58.76,5,900
2017,1,3,15,0,66,321,127,39,690,173,4,-2,78.87,4,0.191,4.6,56.04,6,900
2017,1,3,15,30,96,362,195,47,789,264,4,-2,74.06,4,0.191,4.8,56.06,6,900
2017,1,3,16,0,126,380,258,54,849,350,8,-1,69.65,0,0.191,5.1,52.83,7,900
2017,1,3,16,30,117,580,356,59,892,426,8,-1,65.71,0,0.191,5,52.85,7,900
2017,1,3,17,0,162,490,390,64,917,490,8,-2,62.34,0,0.191,5,49.07,8,900
2017,1,3,17,30,187,472,425,66,937,540,4,-2,59.64,0,0.191,4.8,49.06,8,900
2017,1,3,18,0,194,496,460,70,944,575,4,-2,57.7,0,0.191,4.7,45.41,9,900
2017,1,3,18,30,142,688,521,71,950,594,8,-2,56.59,0,0.191,4.5,45.39,9,900
2017,1,3,19,0,157,641,512,72,948,597,3,-2,56.38,0,0.191,4.4,42.07,10,900
2017,1,3,19,30,71,943,584,71,943,584,1,-2,57.07,0,0.191,4.2,42.06,10,900
2017,1,3,20,0,71,930,555,71,930,555,1,-2,58.62,0,0.191,4.1,39.12,11,900
2017,1,3,20,30,178,467,404,69,912,511,3,-2,60.98,0,0.191,3.9,39.12,11,900
2017,1,3,21,0,169,392,341,71,864,450,4,-2,64.04,0,0.191,3.7,38.65,11,900
2017,1,3,21,30,146,372,287,67,824,379,4,-2,67.73,4,0.191,3.5,41.3,10,900
2017,1,3,22,0,117,349,225,61,759,297,8,-2,71.92,4,0.191,3.4,43.78,9,900
2017,1,3,22,30,85,315,158,52,671,209,8,-2,76.55,4,0.191,3.2,50.15,7,900
2017,1,3,23,0,52,254,90,39,544,119,8,-2,81.54,4,0.191,3.1,54.49,6,900
2017,1,3,23,30,20,134,28,20,300,37,8,-2,86.81,1,0.191,3.6,62.64,4,900
2017,1,4,0,0,0,0,0,0,0,0,8,-3,92.32,0,0.191,4.2,62.1,3,900
2017,1,4,0,30,0,0,0,0,0,0,8,-3,98.03,0,0.191,4.3,66.69,2,900
2017,1,4,1,0,0,0,0,0,0,0,8,-4,103.89,0,0.191,4.5,65.7,1,900
2017,1,4,1,30,0,0,0,0,0,0,8,-4,109.88,0,0.191,4.4,70.64,0,900
2017,1,4,2,0,0,0,0,0,0,0,8,-5,115.96,0,0.191,4.3,64.53,0,900
2017,1,4,2,30,0,0,0,0,0,0,8,-5,122.12,0,0.191,4.1,64.54,0,900
2017,1,4,3,0,0,0,0,0,0,0,8,-6,128.34,0,0.191,4,60.45,0,900
2017,1,4,3,30,0,0,0,0,0,0,8,-6,134.57,0,0.191,3.8,60.45,0,900
2017,1,4,4,0,0,0,0,0,0,0,8,-7,140.81,0,0.191,3.7,61.86,-1,900
2017,1,4,4,30,0,0,0,0,0,0,8,-7,147,0,0.191,3.6,61.86,-1,900
2017,1,4,5,0,0,0,0,0,0,0,4,-7,153.08,0,0.191,3.5,59.28,-1,900
2017,1,4,5,30,0,0,0,0,0,0,8,-7,158.9,0,0.191,3.3,59.27,-1,900
2017,1,4,6,0,0,0,0,0,0,0,8,-8,164.16,1,0.191,3.2,56.97,-1,900
2017,1,4,6,30,0,0,0,0,0,0,8,-8,168.03,0,0.191,3,56.95,-1,900
2017,1,4,7,0,0,0,0,0,0,0,8,-8,168.94,0,0.191,2.9,59.09,-2,900
2017,1,4,7,30,0,0,0,0,0,0,8,-8,166.28,0,0.191,2.7,59.08,-2,900
2017,1,4,8,0,0,0,0,0,0,0,8,-9,161.54,0,0.191,2.6,57.12,-2,900
2017,1,4,8,30,0,0,0,0,0,0,8,-9,155.93,0,0.191,2.5,57.1,-2,900
2017,1,4,9,0,0,0,0,0,0,0,8,-9,149.95,0,0.191,2.4,55.32,-2,900
2017,1,4,9,30,0,0,0,0,0,0,8,-9,143.8,0,0.191,2.3,55.31,-2,900
2017,1,4,10,0,0,0,0,0,0,0,8,-10,137.57,0,0.191,2.2,53.67,-2,900
2017,1,4,10,30,0,0,0,0,0,0,8,-10,131.33,0,0.191,2.1,53.67,-2,900
2017,1,4,11,0,0,0,0,0,0,0,8,-10,125.1,1,0.191,2.1,52.26,-2,900
2017,1,4,11,30,0,0,0,0,0,0,8,-10,118.91,0,0.191,2,52.25,-2,900
2017,1,4,12,0,0,0,0,0,0,0,8,-10,112.78,0,0.191,1.9,51.13,-2,900
2017,1,4,12,30,0,0,0,0,0,0,8,-10,106.74,0,0.191,1.7,51.13,-2,900
2017,1,4,13,0,0,0,0,0,0,0,4,-10,100.81,0,0.191,1.6,50.48,-2,900
2017,1,4,13,30,0,0,0,0,0,0,8,-10,95.02,0,0.191,1.6,50.48,-2,900
2017,1,4,14,0,0,0,0,0,0,0,4,-10,89.4,0,0.191,1.7,50.3,-2,900
2017,1,4,14,30,32,397,74,31,440,77,4,-10,84.01,4,0.191,1.8,46.74,-1,900
2017,1,4,15,0,48,577,160,45,630,167,8,-10,78.87,4,0.191,2,47.72,-1,900
2017,1,4,15,30,59,681,247,55,738,258,4,-10,74.05,4,0.191,2.3,44.36,0,900
2017,1,4,16,0,55,790,330,60,817,345,7,-9,69.63,0,0.191,2.7,47.12,0,900
2017,1,4,16,30,125,551,352,66,865,422,8,-9,65.68,0,0.191,3,43.81,1,900
2017,1,4,17,0,68,902,488,68,902,488,0,-8,62.29,0,0.191,3.3,45.5,2,900
2017,1,4,17,30,71,925,540,71,925,540,0,-8,59.57,0,0.191,3.6,42.33,3,900
2017,1,4,18,0,67,955,579,67,955,579,0,-7,57.61,0,0.191,3.9,41.49,5,900
2017,1,4,18,30,68,963,600,68,963,600,0,-7,56.5,0,0.191,4.1,38.68,6,900
2017,1,4,19,0,67,968,605,67,968,605,0,-5,56.27,0,0.191,4.3,40.35,7,900
2017,1,4,19,30,66,964,592,66,964,592,0,-5,56.94,0,0.191,4.5,37.67,8,900
2017,1,4,20,0,65,955,564,65,955,564,0,-4,58.49,0,0.191,4.7,39.41,9,900
2017,1,4,20,30,63,938,520,63,938,520,0,-4,60.84,0,0.191,4.7,39.38,9,900
2017,1,4,21,0,62,908,461,62,908,461,0,-2,63.9,0,0.191,4.8,40.15,10,890
2017,1,4,21,30,58,870,390,58,870,390,0,-2,67.58,0,0.191,4.4,40.13,10,890
2017,1,4,22,0,55,802,306,55,802,306,0,-1,71.78,1,0.191,4.1,43.42,10,890
2017,1,4,22,30,47,718,216,47,718,216,0,-1,76.4,0,0.191,3,49.65,8,890
2017,1,4,23,0,37,572,123,37,572,123,7,0,81.39,4,0.191,2.1,61.37,6,890
2017,1,4,23,30,20,328,39,20,328,39,8,0,86.66,4,0.191,2.4,65.75,5,890
2017,1,5,0,0,0,0,0,0,0,0,8,-1,92.18,0,0.191,2.7,63.91,5,890
2017,1,5,0,30,0,0,0,0,0,0,6,-1,97.88,0,0.191,3.2,63.9,5,890
2017,1,5,1,0,0,0,0,0,0,0,6,-1,103.74,0,0.191,3.8,63.9,5,890
2017,1,5,1,30,0,0,0,0,0,0,8,-1,109.73,0,0.191,3.8,63.89,5,890
2017,1,5,2,0,0,0,0,0,0,0,8,-1,115.82,0,0.191,3.9,64.87,5,890
2017,1,5,2,30,0,0,0,0,0,0,8,-1,121.98,0,0.191,3.8,69.54,4,890
2017,1,5,3,0,0,0,0,0,0,0,8,0,128.19,0,0.191,3.8,70.99,4,890
2017,1,5,3,30,0,0,0,0,0,0,8,0,134.43,0,0.191,3.7,70.98,4,890
2017,1,5,4,0,0,0,0,0,0,0,0,0,140.67,0,0.191,3.7,71.84,4,890
2017,1,5,4,30,0,0,0,0,0,0,1,0,146.86,0,0.191,3.7,71.84,4,890
2017,1,5,5,0,0,0,0,0,0,0,4,0,152.93,0,0.191,3.7,72.48,4,890
2017,1,5,5,30,0,0,0,0,0,0,8,0,158.76,0,0.191,3.6,72.47,4,890
2017,1,5,6,0,0,0,0,0,0,0,8,0,164.01,0,0.191,3.5,72.8,4,890
2017,1,5,6,30,0,0,0,0,0,0,8,0,167.89,0,0.191,3.3,72.8,4,890
2017,1,5,7,0,0,0,0,0,0,0,8,0,168.85,0,0.191,3.2,72.46,4,890
2017,1,5,7,30,0,0,0,0,0,0,8,0,166.25,0,0.191,3.1,72.47,4,890
2017,1,5,8,0,0,0,0,0,0,0,8,0,161.54,0,0.191,3,71.39,4,890
2017,1,5,8,30,0,0,0,0,0,0,8,0,155.95,0,0.191,3.1,76.61,3,890
2017,1,5,9,0,0,0,0,0,0,0,8,-1,149.98,0,0.191,3.2,74.28,3,890
2017,1,5,9,30,0,0,0,0,0,0,4,-1,143.84,0,0.191,3.4,79.77,2,890
2017,1,5,10,0,0,0,0,0,0,0,4,-1,137.62,0,0.191,3.6,80.81,1,890
2017,1,5,10,30,0,0,0,0,0,0,1,-1,131.37,0,0.191,4.2,86.91,0,890
2017,1,5,11,0,0,0,0,0,0,0,1,-3,125.14,0,0.191,4.9,75.49,0,890
2017,1,5,11,30,0,0,0,0,0,0,0,-3,118.95,0,0.191,5.2,81.24,-1,890
2017,1,5,12,0,0,0,0,0,0,0,8,-6,112.82,0,0.191,5.5,74.56,-3,900
2017,1,5,12,30,0,0,0,0,0,0,0,-6,106.77,0,0.191,5.4,80.38,-4,900
2017,1,5,13,0,0,0,0,0,0,0,0,-9,100.84,0,0.191,5.3,70.03,-5,900
2017,1,5,13,30,0,0,0,0,0,0,4,-9,95.04,0,0.191,5.3,70.06,-5,900
2017,1,5,14,0,0,0,0,0,0,0,1,-11,89.42,0,0.191,5.3,61.69,-5,900
2017,1,5,14,30,28,481,78,28,481,78,4,-11,84.01,4,0.191,5.2,57.22,-4,900
2017,1,5,15,0,41,654,168,41,654,168,4,-12,78.86,4,0.191,5.2,53.49,-4,900
2017,1,5,15,30,50,758,259,50,758,259,0,-12,74.04,0,0.191,5,49.66,-3,900
2017,1,5,16,0,57,822,344,57,822,344,1,-12,69.6,0,0.191,4.9,48.4,-3,900
2017,1,5,16,30,122,566,355,62,867,420,8,-12,65.64,0,0.191,4.7,44.95,-2,900
2017,1,5,17,0,128,620,417,66,899,485,8,-12,62.24,0,0.191,4.6,45.74,-2,900
2017,1,5,17,30,147,610,457,68,920,536,8,-12,59.5,0,0.191,4.4,42.49,-1,900
2017,1,5,18,0,154,623,488,67,941,573,8,-11,57.53,1,0.191,4.3,43.91,-1,900
2017,1,5,18,30,220,439,464,68,949,594,8,-11,56.39,0,0.191,4.2,40.81,0,900
2017,1,5,19,0,149,672,524,72,944,598,8,-11,56.15,0,0.191,4.2,42.7,0,900
2017,1,5,19,30,71,941,586,71,941,586,1,-11,56.81,0,0.191,4.2,42.69,0,900
2017,1,5,20,0,71,927,558,71,927,558,1,-10,58.35,0,0.191,4.2,44.08,0,900
2017,1,5,20,30,151,571,431,69,910,515,8,-10,60.69,0,0.191,4.3,44.08,0,900
2017,1,5,21,0,68,878,457,68,878,457,0,-10,63.75,0,0.191,4.4,44.59,0,900
2017,1,5,21,30,64,840,386,64,840,386,0,-10,67.42,0,0.191,4.4,44.6,-1,900
2017,1,5,22,0,59,780,305,59,780,305,0,-10,71.62,0,0.191,4.5,47.61,-2,900
2017,1,5,22,30,51,695,216,51,695,216,0,-10,76.25,0,0.191,4.5,51.25,-2,900
2017,1,5,23,0,40,550,124,40,550,124,0,-11,81.23,0,0.191,4.6,53.31,-3,900
2017,1,5,23,30,22,309,41,22,309,41,0,-11,86.51,1,0.191,4.8,57.47,-4,900
2017,1,6,0,0,0,0,0,0,0,0,0,-11,92.03,0,0.866,5.1,58.64,-5,900
2017,1,6,0,30,0,0,0,0,0,0,0,-11,97.73,0,0.866,5.3,58.66,-5,900
2017,1,6,1,0,0,0,0,0,0,0,1,-12,103.6,0,0.866,5.6,59.12,-6,900
2017,1,6,1,30,0,0,0,0,0,0,0,-12,109.59,0,0.866,5.5,59.14,-6,900
2017,1,6,2,0,0,0,0,0,0,0,0,-13,115.68,0,0.866,5.4,59.96,-7,900
2017,1,6,2,30,0,0,0,0,0,0,0,-13,121.84,0,0.866,5.3,59.98,-7,900
2017,1,6,3,0,0,0,0,0,0,0,0,-14,128.05,0,0.866,5.2,57.33,-7,900
2017,1,6,3,30,0,0,0,0,0,0,0,-14,134.29,0,0.866,5.1,57.34,-7,900
2017,1,6,4,0,0,0,0,0,0,0,0,-14,140.53,0,0.866,5.1,60.21,-8,900
2017,1,6,4,30,0,0,0,0,0,0,0,-14,146.71,0,0.866,5,60.22,-8,900
2017,1,6,5,0,0,0,0,0,0,0,0,-14,152.79,0,0.866,5,59.24,-8,900
2017,1,6,5,30,0,0,0,0,0,0,0,-14,158.6,0,0.866,4.9,59.23,-8,900
2017,1,6,6,0,0,0,0,0,0,0,0,-14,163.85,0,0.866,4.8,58.93,-8,900
2017,1,6,6,30,0,0,0,0,0,0,0,-14,167.74,0,0.866,4.6,58.92,-8,900
2017,1,6,7,0,0,0,0,0,0,0,0,-14,168.74,0,0.866,4.5,59.14,-8,900
2017,1,6,7,30,0,0,0,0,0,0,0,-14,166.21,0,0.866,4.4,59.14,-8,900
2017,1,6,8,0,0,0,0,0,0,0,0,-14,161.54,0,0.866,4.4,59.51,-8,900
2017,1,6,8,30,0,0,0,0,0,0,0,-14,155.97,0,0.866,4.3,59.5,-8,900
2017,1,6,9,0,0,0,0,0,0,0,0,-14,150.01,0,0.866,4.2,59.55,-8,900
2017,1,6,9,30,0,0,0,0,0,0,0,-14,143.88,0,0.866,4,59.54,-8,900
2017,1,6,10,0,0,0,0,0,0,0,0,-14,137.66,0,0.866,3.8,64.47,-9,900
2017,1,6,10,30,0,0,0,0,0,0,0,-14,131.41,0,0.866,3.6,64.47,-9,900
2017,1,6,11,0,0,0,0,0,0,0,0,-14,125.18,0,0.866,3.5,64.61,-9,900
2017,1,6,11,30,0,0,0,0,0,0,0,-14,118.99,0,0.866,3.3,64.61,-9,900
2017,1,6,12,0,0,0,0,0,0,0,1,-14,112.85,0,0.866,3.2,64.71,-9,900
2017,1,6,12,30,0,0,0,0,0,0,1,-14,106.8,0,0.866,3.1,64.73,-9,900
2017,1,6,13,0,0,0,0,0,0,0,1,-14,100.86,0,0.866,3.1,64.83,-9,900
2017,1,6,13,30,0,0,0,0,0,0,1,-14,95.06,0,0.866,3.3,64.86,-9,900
2017,1,6,14,0,0,0,0,0,0,0,1,-14,89.42,0,0.866,3.5,64.71,-9,900
2017,1,6,14,30,40,349,76,40,349,76,1,-14,84.01,0,0.866,3.6,59.89,-8,900
2017,1,6,15,0,61,551,168,61,551,168,4,-14,78.85,4,0.866,3.8,59.73,-8,900
2017,1,6,15,30,11,0,11,78,670,263,8,-14,74.02,4,0.866,3.7,55.32,-7,900
2017,1,6,16,0,15,0,15,88,759,353,8,-14,69.57,0,0.866,3.7,55.7,-7,900
2017,1,6,16,30,181,95,221,98,812,434,8,-14,65.59,0,0.866,3.8,51.62,-6,900
2017,1,6,17,0,209,89,251,103,857,504,8,-14,62.17,0,0.866,3.9,52.87,-6,900
2017,1,6,17,30,214,354,394,109,884,559,8,-14,59.42,0,0.866,3.8,49,-5,900
2017,1,6,18,0,241,298,402,109,911,599,8,-13,57.43,0,0.866,3.8,49.84,-5,900
2017,1,6,18,30,197,516,484,111,923,624,8,-13,56.28,0,0.866,3.9,46.22,-4,900
2017,1,6,19,0,183,563,498,108,938,633,8,-13,56.03,0,0.866,4.1,46.72,-4,900
